Company,Symbol,companyLow,charLength,companyFinal
NB&T Financial Group ,NBTF,nb&t financial group ,3,nb&t financial group
NBT Bancorp ,NBTB,nbt bancorp ,2,nbt bancorp
NCI ,NCIT,nci ,1,nci
NCS Multistage Holdings ,NCSM,ncs multistage holdings ,3,ncs multistage holdings
NEWTEK Business Services Corp,NEWT,newtek business services corp,4,newtek business services
NF Energy Saving Corp,NFEC,nf energy saving corp,4,nf energy saving
NI Holdings ,NODK,ni holdings ,2,ni holdings
NIC ,EGOV,nic ,1,nic
NII Holdings ,NIHD,nii holdings ,2,nii holdings
NMI Holdings ,NMIH,nmi holdings ,2,nmi holdings
NN ,NNBR,nn ,1,nn
NPS Pharmaceuticals ,NPSP,nps pharmaceuticals ,2,nps pharmaceuticals
NTELOS Holdings Corp,NTLS,ntelos holdings corp,3,ntelos holdings corp
NV5 Global ,NVEE,nv5 global ,2,nv5 global
NV5 Holdings  (Inactive),NVEEU,nv5 holdings  (inactive),3,nv5 holdings
NVE Corp,NVEC,nve corp,2,nve corp
NVIDIA Corporation,NVDA,nvidia corporation,2,nvidia corporation
NXP Semiconductors NV,NXPI,nxp semiconductors nv,3,nxp semiconductors nv
NXTID ,NXTD,nxtid ,1,nxtid
Nabriva Therapeutics AG  ADR,NBRV,nabriva therapeutics ag  adr,4,nabriva therapeutics ag
Naked Brand Group ,NAKD,naked brand group ,3,naked brand group
Nano Dimension   ADR,NNDM,nano dimension   adr,3,nano dimension
NanoString Technologies ,NSTG,nanostring technologies ,2,nanostring technologies
NanoVibronix  (Inactive),NVBXU,nanovibronix  (inactive),2,nanovibronix (inactive)
Nanometrics orporated,NANO,nanometrics orporated,2,nanometrics orporated
Nanosphere ,NSPH,nanosphere ,1,nanosphere
NantHealth ,NH,nanthealth ,1,nanthealth
Nantkwest ,NK,nantkwest ,1,nantkwest
Napco Security Technologies ,NSSC,napco security technologies ,3,napco security technologies
Nasdaq ,NDAQ,nasdaq ,1,nasdaq
NashFh Company (Inactive),NAFC,nashfh company (inactive),3,nashfh company (inactive)
Natera ,NTRA,natera ,1,natera
Nathan's Famous ,NATH,nathan's famous ,2,nathan's famous
National American University Holdngs ,NAUH,national american university holdngs ,4,national american university
National Bankshares ,NKSH,national bankshares ,2,national bankshares
National Beverage Corp.,FIZZ,national beverage corp.,3,national beverage corp.
National CineMedia ,NCMI,national cinemedia ,2,national cinemedia
National Commerce Corp,NCOM,national commerce corp,3,national commerce corp
National Energy Services Reunited Corp,NESRU,national energy services reunited corp,5,national energy services
National Energy Services Reunited Corp.  Ordinary Shares,NESR,national energy services reunited corp.  ordinary shares,7,national energy services
National General Holdings Corp,NGHC,national general holdings corp,4,national general holdings
National General Holdings Corp,NGHCP,national general holdings corp,4,national general holdings
National General Holdings Corp  Depositary Shares,NGHCO,national general holdings corp  depositary shares,6,national general holdings
National General Holdings Corp  Depositary Shares each representing 1/40th of a share of 7.50% NonCumulative Preferred Stock Series C,NGHCN,national general holdings corp  depositary shares each representing 1/40th of a share of 7.50% noncumulative preferred stock series c,19,national general holdings
National Holdings Corporation,NHLD,national holdings corporation,3,national holdings corporation
National Instruments Corp,NATI,national instruments corp,3,national instruments corp
National Interstate Corporation,NATL,national interstate corporation,3,national interstate corporation
National Penn Bancshares,NPBC,national penn bancshares,3,national penn bancshares
National Penn Bancshares   NPB Capital Trust II  7.85% Cumulative Trust Preferred Securities,NPBCO,national penn bancshares   npb capital trust ii  7.85% cumulative trust preferred securities,12,national penn bancshares
National Research Corp,NRCIA,national research corp,3,national research corp
National Research Corporation,NRCIB,national research corporation,3,national research corporation
National Research Corporation,NRCI,national research corporation,3,national research corporation
National Security Group ,NSEC,national security group ,3,national security group
National Technical Systems ,NTSC,national technical systems ,3,national technical systems
National Western Life Group ,NWLI,national western life group ,4,national western life
Natural Alternatives International ,NAII,natural alternatives international ,3,natural alternatives international
Natural Health Trends Corp.,NHTC,natural health trends corp.,4,natural health trends
Nature's Sunshine Prod.,NATR,nature's sunshine prod.,3,nature's sunshine prod.
Natus Medical ,BABY,natus medical ,2,natus medical
Naugatuck Valley Financial Corp,NVSL,naugatuck valley financial corp,4,naugatuck valley financial
Navient Corp,NAVI,navient corp,2,navient corp
Navient Corporation  Medium Term Notes Series A CPILinked Notes due January 16 2018,ISM,navient corporation  medium term notes series a cpilinked notes due january 16 2018,13,navient corporation
Navigators Group ,NAVG,navigators group ,2,navigators group
Nektar Therapeutics,NKTR,nektar therapeutics,2,nektar therapeutics
NeoGenomics ,NEO,neogenomics ,1,neogenomics
Neogen Corporation,NEOG,neogen corporation,2,neogen corporation
Neonode ,NEON,neonode ,1,neonode
Neos Therapeutics ,NEOS,neos therapeutics ,2,neos therapeutics
Neothetics ,NEOT,neothetics ,1,neothetics
Neovasc  (US),NVCN,neovasc  (us),2,neovasc (us)
Neptune Technologies & BioressourcesOrd,NEPT,neptune technologies & bioressourcesord,4,neptune technologies &
Ness Technologies  (Inactive),NSTC,ness technologies  (inactive),3,ness technologies
Net 1 UEPS Technologies ,UEPS,net 1 ueps technologies ,4,net 1 ueps
Net Element ,CAZAU,net element ,2,net element
Net Element International ,NETE,net element international ,3,net element international
Net Servicos de Comunicacao SA (ADR),NETC,net servicos de comunicacao sa (adr),6,net servicos de
NetApp ,NTAP,netapp ,1,netapp
NetEase  (ADR),NTES,netease  (adr),2,netease (adr)
NetGear ,NTGR,netgear ,1,netgear
NetLogic I LLC (Inactive),NETL,netlogic i llc (inactive),4,netlogic i llc
NetScout Systems ,NTCT,netscout systems ,2,netscout systems
NetSol Technologies ,NTWK,netsol technologies ,2,netsol technologies
NetSpend Holdings ,NTSP,netspend holdings ,2,netspend holdings
Netflix ,NFLX,netflix ,1,netflix
Netlist ,NLST,netlist ,1,netlist
Network Engines ,NEI,network engines ,2,network engines
Network Equipment Technologies  (Inactive),NWK,network equipment technologies  (inactive),4,network equipment technologies
Neuralstem ,CUR,neuralstem ,1,neuralstem
Neurocrine Biosciences ,NBIX,neurocrine biosciences ,2,neurocrine biosciences
Neuroderm ,NDRM,neuroderm ,1,neuroderm
Neurometrix ,NURO,neurometrix ,1,neurometrix
Neurosigma ,NSIG,neurosigma ,1,neurosigma
Neurotrope ,NTRP,neurotrope ,1,neurotrope
New Age Beverages Corp,NBEV,new age beverages corp,4,new age beverages
New England Bancshares  (Inactive),NEBS,new england bancshares  (inactive),4,new england bancshares
New Frontier Media  (Inactive),NOOF,new frontier media  (inactive),4,new frontier media
New York Community Bancorp   Haven Capital Trust II  10.25% Capital Securities,HAVNP,new york community bancorp   haven capital trust ii  10.25% capital securities,11,new york community
New York Mortgage Trust ,NYMTO,new york mortgage trust ,4,new york mortgage
New York Mortgage Trust ,NYMTP,new york mortgage trust ,4,new york mortgage
New York Mortgage Trust ,NYMT,new york mortgage trust ,4,new york mortgage
NewBridge Bancorp,NBBC,newbridge bancorp,2,newbridge bancorp
NewLink Genetics Corp,NLNK,newlink genetics corp,3,newlink genetics corp
NewStar Financial ,NEWS,newstar financial ,2,newstar financial
Newport Bancorp ,NFSB,newport bancorp ,2,newport bancorp
Newport Corp,NEWP,newport corp,2,newport corp
News Corp,NWSA,news corp,2,news corp
News Corp,NWS,news corp,2,news corp
Nexeo Solutions ,WLRHU,nexeo solutions ,2,nexeo solutions
Nexeo Solutions ,NXEO,nexeo solutions ,2,nexeo solutions
Nexstar Media Group ,NXST,nexstar media group ,3,nexstar media group
Nexvet Biopharma ,NVET,nexvet biopharma ,2,nexvet biopharma
Nice  (ADR),NICE,nice  (adr),2,nice (adr)
Nicholas Financial ,NICK,nicholas financial ,2,nicholas financial
Nicolet Bankshares ,NCBS,nicolet bankshares ,2,nicolet bankshares
Nielsen Consumer Insights  (Inactive),HPOL,nielsen consumer insights  (inactive),4,nielsen consumer insights
Ninetowns Internet Technlgy Grp Co .,NINE,ninetowns internet technlgy grp co .,6,ninetowns internet technlgy
Nivalis Therapeutics ,NVLS,nivalis therapeutics ,2,nivalis therapeutics
Noodles & Co,NDLS,noodles & co,3,noodles & co
Nordic Realty Trust ,NORT,nordic realty trust ,3,nordic realty trust
Nordson Corporation,NDSN,nordson corporation,2,nordson corporation
Nortech Systems orporated,NSYS,nortech systems orporated,3,nortech systems orporated
Nortek ,NTK,nortek ,1,nortek
North Central Bancshares  (Inactive),FFFD,north central bancshares  (inactive),4,north central bancshares
North Valley Bancorp (Inactive),NOVB,north valley bancorp (inactive),4,north valley bancorp
Northeast Bancorp,NBN,northeast bancorp,2,northeast bancorp
Northern Technologies International Corp,NTIC,northern technologies international corp,4,northern technologies international
Northern Trust Corporation,NTRS,northern trust corporation,3,northern trust corporation
Northern Trust Corporation  Depository Shares,NTRSP,northern trust corporation  depository shares,5,northern trust corporation
Northfield Bancorp ,NFBK,northfield bancorp ,2,northfield bancorp
Northrim BanCorp ,NRIM,northrim bancorp ,2,northrim bancorp
Northwest Bancshares ,NWBI,northwest bancshares ,2,northwest bancshares
Northwest Pipe Company,NWPX,northwest pipe company,3,northwest pipe company
Norwegian Cruise Line Holdings ,NCLH,norwegian cruise line holdings ,4,norwegian cruise line
Norwood Financial Corporation,NWFL,norwood financial corporation,3,norwood financial corporation
Nova Lifestyle ,NVFY,nova lifestyle ,2,nova lifestyle
Nova Measuring Instruments .,NVMI,nova measuring instruments .,4,nova measuring instruments
Novadaq Technologies ,NVDQ,novadaq technologies ,2,novadaq technologies
Novan ,NOVN,novan ,1,novan
Novanta  (USA),NOVT,novanta  (usa),2,novanta (usa)
Novatel Wireless ,MIFI,novatel wireless ,2,novatel wireless
Novavax ,NVAX,novavax ,1,novavax
Novelion Therapeutics  (USA),NVLN,novelion therapeutics  (usa),3,novelion therapeutics
Novocure ,NVCR,novocure ,1,novocure
Novogen Limited (ADR),NVGN,novogen limited (adr),3,novogen limited (adr)
Novus Therapeutics ,NVUS,novus therapeutics ,2,novus therapeutics
NuPathe ,PATH,nupathe ,1,nupathe
NuVasive ,NUVA,nuvasive ,1,nuvasive
Nuance Communications ,NUAN,nuance communications ,2,nuance communications
Numerex Corp.,NMRX,numerex corp.,2,numerex corp.
Nutanix ,NTNX,nutanix ,1,nutanix
Nutraceutical Int'l Corp.,NUTR,nutraceutical int'l corp.,3,nutraceutical int'l corp.
NutriSystem ,NTRI,nutrisystem ,1,nutrisystem
Nuvectra Corp,NVTR,nuvectra corp,2,nuvectra corp
Nuveen NASDAQ 100 Dynamic Overwrite Fund  Shares of Beneficial Interest,QQQX,nuveen nasdaq 100 dynamic overwrite fund  shares of beneficial interest,10,nuveen nasdaq 100
NxStage Medical ,NXTM,nxstage medical ,2,nxstage medical
Nymox Pharmaceutical Corporation,NYMX,nymox pharmaceutical corporation,3,nymox pharmaceutical corporation
O'Charley's LLC (Inactive),CHUX,o'charley's llc (inactive),3,o'charley's llc (inactive)
O'Reilly Automotive ,ORLY,o'reilly automotive ,2,o'reilly automotive
O2Micro International Limited (ADR),OIIM,o2micro international limited (adr),4,o2micro international limited
OBA Financial Services ,OBAF,oba financial services ,3,oba financial services
OFS Capital Corp,OFS,ofs capital corp,3,ofs capital corp
OHA Investment Corp,OHAI,oha investment corp,3,oha investment corp
OHR Pharmaceutical ,OHRP,ohr pharmaceutical ,2,ohr pharmaceutical
ON Semiconductor Corp,ON,on semiconductor corp,3,on semiconductor corp
OPNET Technologies LLC (Inactive),OPNT,opnet technologies llc (inactive),4,opnet technologies llc
ORBCOMM ,ORBC,orbcomm ,1,orbcomm
OSI Systems ,OSIS,osi systems ,2,osi systems
OTG EXP ,OTG,otg exp ,2,otg exp
Oak Valley Bancorp,OVLY,oak valley bancorp,3,oak valley bancorp
Oasmia Pharmaceutical AB  American Depositary Shares,OASM,oasmia pharmaceutical ab  american depositary shares,6,oasmia pharmaceutical ab
Obagi Medical Products  (Inactive),OMPI,obagi medical products  (inactive),4,obagi medical products
Obalon Therapeutics ,OBLN,obalon therapeutics ,2,obalon therapeutics
Obseva SA,OBSV,obseva sa,2,obseva sa
Ocata Therapeutics ,OCAT,ocata therapeutics ,2,ocata therapeutics
Ocean BioChem ,OBCI,ocean biochem ,2,ocean biochem
Ocean Power Technologies ,OPTT,ocean power technologies ,3,ocean power technologies
Ocean Rig UDW ,ORIG,ocean rig udw ,3,ocean rig udw
Ocean Shore Holding Co,OSHC,ocean shore holding co,4,ocean shore holding
OceanFirst Financial Corp.,OCFC,oceanfirst financial corp.,3,oceanfirst financial corp.
Ocera Therapeutics ,OCRX,ocera therapeutics ,2,ocera therapeutics
Oclaro ,OCLR,oclaro ,1,oclaro
Oconee Federal Financial,OFED,oconee federal financial,3,oconee federal financial
Ocular Therapeutix ,OCUL,ocular therapeutix ,2,ocular therapeutix
Odyssey Marine Exploration ,OMEX,odyssey marine exploration ,3,odyssey marine exploration
Office Depot ,ODP,office depot ,2,office depot
Official Payments Holdings  (Inactive),OPAY,official payments holdings  (inactive),4,official payments holdings
Ohio Valley Banc Corp.,OVBC,ohio valley banc corp.,4,ohio valley banc
Okta ,OKTA,okta ,1,okta
Old Dominion Freight Line,ODFL,old dominion freight line,4,old dominion freight
Old Line Bancshares  (MD),OLBK,old line bancshares  (md),4,old line bancshares
Old National Bancorp,ONB,old national bancorp,3,old national bancorp
Old Point Financial Corporation,OPOF,old point financial corporation,4,old point financial
Old Second Bancorp ,OSBC,old second bancorp ,3,old second bancorp
Old Second Bancorp   7.80% Cumulative Trust Preferred Securities,OSBCP,old second bancorp   7.80% cumulative trust preferred securities,8,old second bancorp
Ollie's Bargain Outlet Holdings ,OLLI,ollie's bargain outlet holdings ,4,ollie's bargain outlet
Olympic Steel ,ZEUS,olympic steel ,2,olympic steel
Omega Flex ,OFLX,omega flex ,2,omega flex
Omeros Corporation,OMER,omeros corporation,2,omeros corporation
Ominto ,OMNT,ominto ,1,ominto
OmniAmerican Bancorp ,OABC,omniamerican bancorp ,2,omniamerican bancorp
OmniVision Technologies ,OVTI,omnivision technologies ,2,omnivision technologies
Omnicell ,OMCL,omnicell ,1,omnicell
Omthera Pharmaceuticals ,OMTH,omthera pharmaceuticals ,2,omthera pharmaceuticals
On Track Innovations  (USA),OTIV,on track innovations  (usa),4,on track innovations
OncoGenex Pharmaceuticals ,OGXI,oncogenex pharmaceuticals ,2,oncogenex pharmaceuticals
OncoSec Medical ,ONCS,oncosec medical ,2,oncosec medical
Oncobiologics ,ONSIU,oncobiologics ,1,oncobiologics
Oncobiologics ,ONS,oncobiologics ,1,oncobiologics
Oncomed Pharmaceuticals ,OMED,oncomed pharmaceuticals ,2,oncomed pharmaceuticals
Onconova Therapeutics ,ONTX,onconova therapeutics ,2,onconova therapeutics
One Group Hospitality ,STKS,one group hospitality ,3,one group hospitality
One Horizon Group ,OHGI,one horizon group ,3,one horizon group
Oneida Financial Corp,ONFC,oneida financial corp,3,oneida financial corp
Online Resources Corporation,ORCC,online resources corporation,3,online resources corporation
Onvia ,ONVI,onvia ,1,onvia
Onyx Pharmaceuticals  (Inactive),ONXX,onyx pharmaceuticals  (inactive),3,onyx pharmaceuticals
OpGen ,OPGN,opgen ,1,opgen
Open Text Corp (USA),OTEX,open text corp (usa),4,open text corp
OpenTable ,OPEN,opentable ,1,opentable
Opexa Therapeutics ,OPXA,opexa therapeutics ,2,opexa therapeutics
Ophthotech Corp,OPHT,ophthotech corp,2,ophthotech corp
Opko Health ,OPK,opko health ,2,opko health
Oplink Communications ,OPLK,oplink communications ,2,oplink communications
Opnext ,OPXT,opnext ,1,opnext
Optibase ,OBAS,optibase ,1,optibase
Optical Cable Corporation,OCC,optical cable corporation,3,optical cable corporation
Optimer Pharmaceuticals ,OPTR,optimer pharmaceuticals ,2,optimer pharmaceuticals
OptimumBank Holdings ,OPHC,optimumbank holdings ,2,optimumbank holdings
Opus Bank,OPB,opus bank,2,opus bank
OraSure Technologies ,OSUR,orasure technologies ,2,orasure technologies
Oracle Taleo LLC (Inactive),TLEO,oracle taleo llc (inactive),4,oracle taleo llc
Oramed Pharmaceuticals ,ORMP,oramed pharmaceuticals ,2,oramed pharmaceuticals
Orbotech ,ORBK,orbotech ,1,orbotech
Orexigen Therapeutics ,OREX,orexigen therapeutics ,2,orexigen therapeutics
Organovo Holdings ,ONVO,organovo holdings ,2,organovo holdings
Origin Agritech .,SEED,origin agritech .,3,origin agritech .
Origo Acquisition Corp,CNLMU,origo acquisition corp,3,origo acquisition corp
Origo Acquisition Corporation  Ordinary Shares,OACQ,origo acquisition corporation  ordinary shares,5,origo acquisition corporation
Orion Energy Systems ,OESX,orion energy systems ,3,orion energy systems
Oritani Financial Corp.,ORIT,oritani financial corp.,3,oritani financial corp.
Orrstown Financial Services,ORRF,orrstown financial services,3,orrstown financial services
Orthofix International NV,OFIX,orthofix international nv,3,orthofix international nv
Ossen Innovation Co  (ADR),OSN,ossen innovation co  (adr),4,ossen innovation co
Otelco ,OTEL,otelco ,1,otelco
Otelco ,OTT,otelco ,1,otelco
Otonomy ,OTIC,otonomy ,1,otonomy
Ottawa Bancorp ,OTTW,ottawa bancorp ,2,ottawa bancorp
Otter Tail Corporation,OTTR,otter tail corporation,3,otter tail corporation
Outdoor Channel Holdings  (Inactive),OUTD,outdoor channel holdings  (inactive),4,outdoor channel holdings
Outerwall ,OUTR,outerwall ,1,outerwall
OvaScience ,OVAS,ovascience ,1,ovascience
Overland Storage ,OVRL,overland storage ,2,overland storage
Overstock ,OSTK,overstock ,1,overstock
Ovid Therapeutics ,OVID,ovid therapeutics ,2,ovid therapeutics
Oxbridge Re Holdings ,OXBRU,oxbridge re holdings ,3,oxbridge re holdings
Oxbridge Re Holdings .,OXBR,oxbridge re holdings .,4,oxbridge re holdings
Oxford Immunotec Global ,OXFD,oxford immunotec global ,3,oxford immunotec global
Oxford Lane Capital Corp,OXLC,oxford lane capital corp,4,oxford lane capital
Oxford Lane Capital Corp.  8.125% Series 2024 Term Preferred Stock,OXLCN,oxford lane capital corp.  8.125% series 2024 term preferred stock,10,oxford lane capital
Oxford Lane Capital Corp.  Term Preferred Shares 7.50% Series 2023,OXLCO,oxford lane capital corp.  term preferred shares 7.50% series 2023,10,oxford lane capital
